區段,子分類,群組代碼,群組名稱(繁),位置,OEM編號,替換件,數量,名稱(繁中),名稱(English),名稱(Français),圖檔
装备 Équipement,中央控制檯,K9PP882P01A,前中控臺-菸灰缸,09,98 194 382 ZD,,04,副儀表固定蓋,CONSOLE MOUNTING COVER,CACHE FIXATION CONSOLE,K9PP882P01A.jpg
装备 Équipement,中央控制檯,K9PP882P01A,前中控臺-菸灰缸,10,98 168 076 80,,01,副儀表板下通氣管,CONSOLE WARM AIR DUCT,CONDUIT D’AIR SOUS CONSOLE,K9PP882P01A.jpg
装备 Équipement,中央控制檯,K9PP882P01A,前中控臺-菸灰缸,11,98 187 945 80,,01,副儀表板下通氣管,CONSOLE WARM AIR DUCT,CONDUIT D’AIR SOUS CONSOLE,K9PP882P01A.jpg
装备 Équipement,中央控制檯,K9PP882P01A,前中控臺-菸灰缸,13,98 111 333 80,,01,空調通氣管,HEATER AIR CHANNEL,CONDUIT D’AIR DE CLIMATISEUR,K9PP882P01A.jpg
装备 Équipement,中央控制檯,K9PP882P01A,前中控臺-菸灰缸,14,98 111 334 80,,01,空調通氣管,HEATER AIR CHANNEL,CONDUIT D’AIR DE CLIMATISEUR,K9PP882P01A.jpg
装备 Équipement,中央控制檯,K9PP882P01A,前中控臺-菸灰缸,16,98 253 431 ZD,,01,副儀表板面板,FLOOR CONSOLE FACE,FACADE DE CONSOLE SUR PLANCHER,K9PP882P01A.jpg
装备 Équipement,中央控制檯,K9PP882P01A,前中控臺-菸灰缸,80,96 753 802 80,,04,MUL RLX螺栓,(MUL) RLX SCREW,(MUL) VIS RLX,K9PP882P01A.jpg
装备 Équipement,中央控制檯,K9PP882P01A,前中控臺-菸灰缸,81,16 227 495 80,,05,(MUL) 鉚釘,(MUL) RIVET,(MUL) RIVET,K9PP882P01A.jpg
装备 Équipement,中央控制檯,K9PP882P01A,前中控臺-菸灰缸,82,7591 GP,,02,螺絲,BOLT,VIS,K9PP882P01A.jpg
装备 Équipement,中央控制檯,K9PP882P40A,後地板控制檯-菸灰缸,01,98 165 636 ZD,,01,副儀表板面板,FLOOR CONSOLE FACE,FACADE DE CONSOLE SUR PLANCHER,K9PP882P40A.jpg
装备 Équipement,中央控制檯,K9PP882P40A,後地板控制檯-菸灰缸,02,98 151 822 ZD,,01,副儀表板出風口,CONSOLE AIR DISTRIBUTION,DIFFUSEUR D’AIR SUR CONSOLE,K9PP882P40A.jpg
装备 Équipement,中央控制檯,K9PP882P40A,後地板控制檯-菸灰缸,04,98 165 478 80,,01,副儀表板支架,CONSOLE SUPPORT ON FLOOR,SUPPORT CONSOLE SUR PLANCHER,K9PP882P40A.jpg
装备 Équipement,中央控制檯,K9PP882P40A,後地板控制檯-菸灰缸,80,96 753 802 80,,04,MUL RLX螺栓,(MUL) RLX SCREW,(MUL) VIS RLX,K9PP882P40A.jpg
装备 Équipement,中央控制檯,K9PP882P40A,後地板控制檯-菸灰缸,81,16 227 495 80,,05,(MUL) 鉚釘,(MUL) RIVET,(MUL) RIVET,K9PP882P40A.jpg
装备 Équipement,中央控制檯,K9PP882P40A,後地板控制檯-菸灰缸,82,7591 GP,,02,螺絲,BOLT,VIS,K9PP882P40A.jpg
装备 Équipement,中間座椅罩,K9PP889J10A,中間座填料和椅套,01,98 263 373 80,,01,後座椅坐墊填料,REAR SEAT CUSHION PADDING,MATELASSURE COUSSIN SIEGE AR,K9PP889J10A.jpg
装备 Équipement,中間座椅罩,K9PP889J10A,中間座填料和椅套,02,98 263 179 80,,01,後座椅坐墊填料,REAR SEAT CUSHION PADDING,MATELASSURE COUSSIN SIEGE AR,K9PP889J10A.jpg
装备 Équipement,中間座椅罩,K9PP889J10A,中間座填料和椅套,03,98 263 418 80,,01,後座椅坐墊填料,REAR SEAT CUSHION PADDING,MATELASSURE COUSSIN SIEGE AR,K9PP889J10A.jpg
装备 Équipement,中間座椅罩,K9PP889J10A,中間座填料和椅套,04,98 263 561 80,,01,後座椅靠背填料,REAR SEAT BACK PADDING,MATELASSURE DOSSIER SIEGE AR,K9PP889J10A.jpg
装备 Équipement,中間座椅罩,K9PP889J10A,中間座填料和椅套,05,98 263 555 80,,01,後座椅靠背填料,REAR SEAT BACK PADDING,MATELASSURE DOSSIER SIEGE AR,K9PP889J10A.jpg
装备 Équipement,中間座椅罩,K9PP889J10A,中間座填料和椅套,06,98 263 422 80,,01,後座椅靠背填料,REAR SEAT BACK PADDING,MATELASSURE DOSSIER SIEGE AR,K9PP889J10A.jpg
装备 Équipement,中間座椅罩,K9PP889J10A,中間座填料和椅套,07,98 281 068 80,,01,後座椅座墊面料,REAR SEAT CUSHION COVER,COIFFE COUSSIN SIEGE ARRIERE,K9PP889J10A.jpg
装备 Équipement,中間座椅罩,K9PP889J10A,中間座填料和椅套,08,98 281 067 80,,01,後座椅座墊面料,REAR SEAT CUSHION COVER,COIFFE COUSSIN SIEGE ARRIERE,K9PP889J10A.jpg
装备 Équipement,中間座椅罩,K9PP889J10A,中間座填料和椅套,09,98 281 064 80,,01,後座椅座墊面料,REAR SEAT CUSHION COVER,COIFFE COUSSIN SIEGE ARRIERE,K9PP889J10A.jpg
装备 Équipement,中間座椅罩,K9PP889J10A,中間座填料和椅套,10,98 281 073 80,,01,後座椅靠背面料,SEAT SQUAB COVER,COIFFE DOSSIER SIEGE ARRIERE,K9PP889J10A.jpg
装备 Équipement,中間座椅罩,K9PP889J10A,中間座填料和椅套,11,98 281 071 80,,01,後座椅靠背面料,SEAT SQUAB COVER,COIFFE DOSSIER SIEGE ARRIERE,K9PP889J10A.jpg
装备 Équipement,中間座椅罩,K9PP889J10A,中間座填料和椅套,12,98 281 070 80,,01,後座椅靠背面料,SEAT SQUAB COVER,COIFFE DOSSIER SIEGE ARRIERE,K9PP889J10A.jpg
装备 Équipement,中間座椅罩,K9PP889J10A,中間座填料和椅套,15,98 281 055 80,,01,完整的後座椅頭枕,COMPLETE REAR HEAD-REST,APPUI-TETE AR COMPLET,K9PP889J10A.jpg
装备 Équipement,中間座椅罩,K9PP889J10A,中間座填料和椅套,20,98 270 770 80,,01,座椅頭枕導管,SEAT HEADREST GUIDE,GUIDE D’APPUI-TETE DE SIEGE,K9PP889J10A.jpg
装备 Équipement,儀表板,K9PP665N01A,儀表板開關和堵蓋,01,98 170 430 ZD,,01,危險訊號燈開關,HAZARD WARNING LAMPS CONTROL,COMMANDE SIGNAL DANGER,K9PP665N01A.jpg
装备 Équipement,儀表板,K9PP665N01A,儀表板開關和堵蓋,03,98 170 429 ZD,,01,中控鎖開關,CENTRAL LOCKING SWITCH,COMMUTATEUR CONDAMNATION CENTR,K9PP665N01A.jpg
装备 Équipement,儀表板,K9PP665N01A,儀表板開關和堵蓋,04,98 170 269 ZD,,01,多功能開關模組,MULTIFUNCTION SWITCH BLOCK,BLOC COMMUTATEUR MULTIFONCTION,K9PP665N01A.jpg
装备 Équipement,儀表板,K9PP665N01A,儀表板開關和堵蓋,07,98 177 358 ZD,,01,轉換開關,COMMUTATOR,COMMUTATEUR,K9PP665N01A.jpg
装备 Équipement,儀表板,K9PP665N01A,儀表板開關和堵蓋,09,98 170 276 ZD,,01,多功能開關元件,MULTIFUNCTION SWITCH BLOCK,BLOC COMMUTATEUR MULTIFONCTION,K9PP665N01A.jpg
装备 Équipement,儀表板,K9PP665N01A,儀表板開關和堵蓋,20,98 272 051 80,,01,啟動開關,STARTER SWITCH,COMMUTATEUR DEMARRAGE,K9PP665N01A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,01,16 362 607 ZD,RP 16 841 900 ZD,01/01,儀表板,DASHBOARD,PLANCHE DE BORD,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,03,98 183 804 ZD,,01,儀表板,DASHBOARD,PLANCHE DE BORD,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,04,98 183 776 ZD,,01,儀表板下裝飾板,TRIM UNDER DASHBOARD,GARNITURE SOUS PLANCHE DE BORD,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,05,98 213 489 80,,01,前置氣管,FRONT SEAT AIR DUCT,CONDUIT D’AIR PLACE AVANT,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,09,98 194 382 ZD,,02,副儀表固定蓋,CONSOLE MOUNTING COVER,CACHE FIXATION CONSOLE,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,12,98 165 630 ZD,,01,空調罩,AIR CONDITIONING COVER,CACHE CLIMATISEUR,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,13,98 165 629 ZD,,01,空調罩,AIR CONDITIONING COVER,CACHE CLIMATISEUR,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,15,98 183 807 ZD,,01,儀表板雜物盒,DASHBOARD STORAGE COMPARTMENT,VIDE-POCHES DE PLANCHE DE BORD,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,18,98 165 482 80,,01,通風導管,LOUVER CHANNEL,CONDUIT D’AERATEUR,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,19,98 165 484 80,,01,通風導管,LOUVER CHANNEL,CONDUIT D’AERATEUR,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,20,98 307 523 ZD,,01,側固定蓋,SIDE MOUNTING COVER,CACHE FIXATION LATERAL,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,25,98 231 196 ZD,,01,側固定蓋,SIDE MOUNTING COVER,CACHE FIXATION LATERAL,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,27,98 242 513 80,,01,多功能顯示屏支架,MULTIFUNCTION SCREEN SUPPORT,SUPPORT ECRAN MULTIFONCTION,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,70,96 745 506 80,,04,帶彈性墊片六角頭螺栓,H RCN SCREW,VIS H RCN,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,71,96 753 802 80,,06,MUL RLX螺栓,(MUL) RLX SCREW,(MUL) VIS RLX,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,72,6924 E9,,01,MUL 大的內六角花形半圓頭螺釘,(MUL) CBLX SCREW,(MUL) VIS CBLX,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,73,96 777 504 80,,02,MUL 大的內六角花形半圓頭螺釘,(MUL) CBLX SCREW,(MUL) VIS CBLX,K9PP882A05A.jpg
装备 Équipement,儀表板,K9PP882A05A,儀表臺- 隔音板,75,8231 AF,,02,儀表板固定夾,DASHBOARD RETAINING CLIP,AGRAFE MAINTIEN PLANCHE DE BOR,K9PP882A05A.jpg
装备 Équipement,儀表板上的面板,K9PP882D05A,儀表臺- 飾板,01,16 407 189 FZ,,01,儀表板裝飾條,INSTRUMENT CLUSTER CAPPING,BANDEAU DE PLANCHE DE BORD,K9PP882D05A.jpg
装备 Équipement,儀表板上的面板,K9PP882D05A,儀表臺- 飾板,02,16 407 190 FZ,,01,儀表板裝飾條,INSTRUMENT CLUSTER CAPPING,BANDEAU DE PLANCHE DE BORD,K9PP882D05A.jpg
装备 Équipement,儀表板上的面板,K9PP882D05A,儀表臺- 飾板,04,98 183 769 ZD,,01,儀表板開關支架,DASHBOARD SWITCH BRACKET,SUPPORT INTERRUPTEUR PLANCHE,K9PP882D05A.jpg
装备 Équipement,儀表板上的面板,K9PP882D05A,儀表臺- 飾板,16,98 183 766 ZD,,01,副儀表板面板,FLOOR CONSOLE FACE,FACADE DE CONSOLE SUR PLANCHER,K9PP882D05A.jpg
装备 Équipement,儀表板上的面板,K9PP882D05A,儀表臺- 飾板,17,98 197 256 ZD,,01,多功能支撐板,MULTIFUNCTION SUPPORT PLATE,PLATINE SUPPORT MULTIFONCTION,K9PP882D05A.jpg
装备 Équipement,儀表板上的面板,K9PP882D05A,儀表臺- 飾板,22,98 278 078 80,,01,變速桿底座,GEAR LEVER BASE,EMBASE LEVIER VITESSE,K9PP882D05A.jpg
装备 Équipement,儀表板上的面板,K9PP882D05A,儀表臺- 飾板,31,98 173 425 ZD,,06,堵塞,PLUG,OBTURATEUR,K9PP882D05A.jpg
装备 Équipement,儀表板上的面板,K9PP882D05A,儀表臺- 飾板,35,98 177 534 ZD,,01,固定罩,FIXING COVER,CACHE FIXATION,K9PP882D05A.jpg
装备 Équipement,儀表板上的面板,K9PP882D05A,儀表臺- 飾板,73,96 777 504 80,,02,MUL 大的內六角花形半圓頭螺釘,(MUL) CBLX SCREW,(MUL) VIS CBLX,K9PP882D05A.jpg
装备 Équipement,儀表板上的面板,K9PP882D05A,儀表臺- 飾板,76,96 704 037 80,,02,螺母,FLANGED NUT,ECROU EMBASE,K9PP882D05A.jpg
装备 Équipement,儀表板上的面板,K9PP882E01A,菸灰缸 - 時鐘 - 點菸器,01,96 623 984 ZD,,01,點菸器,CIGARETTE LIGHTER,ALLUME CIGARE,K9PP882E01A.jpg
装备 Équipement,內飾,K9PP775B01A,地板地毯,01,98 219 029 ZD,,01,後地板地毯,REAR FLOOR MAT,TAPIS DE PLANCHER ARRIERE,K9PP775B01A.jpg
装备 Équipement,內飾,K9PP775B01A,地板地毯,05,16 595 897 80,,01,腳墊套件,SET OF MATS,ENSEMBLE SURTAPIS,K9PP775B01A.jpg
装备 Équipement,內飾,K9PP775B01A,地板地毯,06,98 230 179 ZD,RP 98 366 960 ZD,01/01,前地板前地毯,FRONT FLOOR FRONT MAT,TAPIS AVANT DE PLANCHER AVANT,K9PP775B01A.jpg
装备 Équipement,內飾,K9PP775B01A,地板地毯,07,98 261 582 ZD,,01,觀察活門,RECESS DOOR,TRAPPE DE VISITE,K9PP775B01A.jpg
装备 Équipement,內飾,K9PP775B01A,地板地毯,09,98 279 212 80,,01,粘性密封泡沫,ADHESIVE SEALING FOAM,MOUSSE ETANCHEITE ADHESIVE,K9PP775B01A.jpg
装备 Équipement,內飾,K9PP775B01A,地板地毯,10,98 175 182 80,,01,中央通道隔音材料,TUNNEL SOUND PROOFING,INSONORISANT TUNNEL,K9PP775B01A.jpg
装备 Équipement,內飾,K9PP775B01A,地板地毯,11,98 189 987 80,,01,中央通道隔音材料,TUNNEL SOUND PROOFING,INSONORISANT TUNNEL,K9PP775B01A.jpg
装备 Équipement,內飾,K9PP775B01A,地板地毯,12,98 255 510 ZD,,01,前地毯堵蓋,FRONT CARPET COVER,CACHE TAPIS AV,K9PP775B01A.jpg
装备 Équipement,內飾,K9PP775B01A,地板地毯,15,98 344 902 80,,02,固定夾,RETAINING CLIP,CLIP MAINTIEN,K9PP775B01A.jpg
装备 Équipement,內飾,K9PP775B01A,地板地毯,16,98 366 960 ZD,,01,地毯元件,MAT SET,JEU TAPIS,K9PP775B01A.jpg
装备 Équipement,內飾,K9PP775B01A,地板地毯,70,7481 Q6,,02,固定夾,GENERAL FIXING CLIP,CLIP FIXATION GENERALE,K9PP775B01A.jpg
装备 Équipement,內飾,K9PP775B01A,地板地毯,71,7481 ZN,,02,固定夾,FIXING CLIP,CLIP DE FIXATION,K9PP775B01A.jpg
装备 Équipement,內飾,K9PP775B01A,地板地毯,72,6935 A6,,03,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP775B01A.jpg
装备 Équipement,內飾,K9PP775B01A,地板地毯,74,9044 46,,04,螺絲,BOLT,VIS,K9PP775B01A.jpg
装备 Équipement,內飾,K9PP775B62A,地板地毯,15,98 172 191 ZD,,01,行李箱門檻裝飾板,BOOT SILL TRIM,GARNITURE SEUIL COFFRE,K9PP775B62A.jpg
装备 Équipement,內飾,K9PP775B62A,地板地毯,16,98 212 857 XT,,04,行李固定帶,LUGGAGE ATTACHMENT,ATTACHE BAGAGES,K9PP775B62A.jpg
装备 Équipement,內飾,K9PP775B62A,地板地毯,19,98 457 669 ZD,,01,行李箱地毯,BOOT CARPET,TAPIS DE COFFRE,K9PP775B62A.jpg
装备 Équipement,內飾,K9PP775B62A,地板地毯,70,9044 46,,04,螺絲,BOLT,VIS,K9PP775B62A.jpg
装备 Équipement,內飾,K9PP882L01A,前側內飾板,01,98 163 958 ZD,,01,前立柱下部飾件,FRONT PILLAR LOWER TRIM,GARNITURE INF PIED AVANT,K9PP882L01A.jpg
装备 Équipement,內飾,K9PP882L01A,前側內飾板,02,98 487 977 BJ,,01,風窗立柱裝飾套件,WINDSCREEN PILLAR TRIM SET,JEU DE GARNITURE MONTANT BAIE,K9PP882L01A.jpg
装备 Équipement,內飾,K9PP882L01A,前側內飾板,03,98 164 908 BJ,,01,中立柱上裝飾板,CENTRAL POST UPPER LINING,GARNITURE SUP DE PIED CENTRAL,K9PP882L01A.jpg
装备 Équipement,內飾,K9PP882L01A,前側內飾板,04,98 165 193 ZD,,01,中立柱下裝飾板,CENTRE PILLAR LOWER TRIM,GARNITURE INF DE PIED CENTRAL,K9PP882L01A.jpg
装备 Équipement,內飾,K9PP882L01A,前側內飾板,05,98 163 964 ZD,,01,前側梁裝飾件,FRONT SILL TRIM,GARNITURE LONGERON AVANT,K9PP882L01A.jpg
装备 Équipement,內飾,K9PP882L01A,前側內飾板,06,98 233 461 ZD,,01,安全帶出口裝飾件,SEAT BELT STRAP OUTLET TRIM,ENJOLIVEUR SORTIE SANGLE C/S,K9PP882L01A.jpg
装备 Équipement,內飾,K9PP882L01A,前側內飾板,70,96 787 261 80,,01,裝飾件保持夾,TRIM RETAINING CLIP,AGRAFE MAINTIEN GARNITURE,K9PP882L01A.jpg
装备 Équipement,內飾,K9PP882L01A,前側內飾板,71,16 064 256 80,,03,裝飾板固定卡,TRIM FIXING CLIP,AGRAFE FIX GARNITURE,K9PP882L01A.jpg
装备 Équipement,內飾,K9PP882L01A,前側內飾板,72,96 739 430 80,,03,MKT卡夾,(MKT) CLIP,(MKT) AGRAFE,K9PP882L01A.jpg
装备 Équipement,內飾,K9PP882L01A,前側內飾板,73,16 087 223 80,,04,MUL 卡子,(MUL) CLIP,(MUL) CLIP,K9PP882L01A.jpg
装备 Équipement,內飾,K9PP882L01A,前側內飾板,74,96 753 802 80,,04,MUL RLX螺栓,(MUL) RLX SCREW,(MUL) VIS RLX,K9PP882L01A.jpg
装备 Équipement,內飾,K9PP882L80A,"後內飾板, 單廂式/VU車輛左側",10,98 182 685 80,,01,縱梁裝飾板支架,SILL TRIM SUPPORT,SUPPORT GARNITURE LONGERON,K9PP882L80A.jpg
装备 Équipement,內飾,K9PP882L80A,"後內飾板, 單廂式/VU車輛左側",11,98 173 561 ZD,,01,後側梁裝飾件,REAR SIDE MEMBER TRIM,GARNITURE LONGERON ARRIERE,K9PP882L80A.jpg
装备 Équipement,內飾,K9PP882L80A,"後內飾板, 單廂式/VU車輛左側",12,98 288 263 80,,01,後側圍板裝飾件支架,REAR QUARTER PANEL TRM SUPPORT,SUPPORT GARNITURE CUSTODE,K9PP882L80A.jpg
装备 Équipement,內飾,K9PP882L80A,"後內飾板, 單廂式/VU車輛左側",13,98 194 853 BJ,,01,三角窗裝飾板,REAR QUARTER PANEL TRIM,GARNITURE DE CUSTODE,K9PP882L80A.jpg
装备 Équipement,內飾,K9PP882L80A,"後內飾板, 單廂式/VU車輛左側",14,98 225 994 80,,01,排氣口隔音墊,AIR EXTRACTOR SOUNDPROOFING,INSONO EXTRACTEUR AIR,K9PP882L80A.jpg
装备 Équipement,內飾,K9PP882L80A,"後內飾板, 單廂式/VU車輛左側",16,98 169 205 ZD,,01,行李箱側裝飾件,BOOT SIDE TRIM,GARNITURE LATERALE DE COFFRE,K9PP882L80A.jpg
装备 Équipement,內飾,K9PP882L80A,"後內飾板, 單廂式/VU車輛左側",17,98 175 861 ZD,,01,行李箱側裝飾板支架,BOOT SIDE TRIM SUPPORT,SUPPORT GARNIT LATERALE COFFRE,K9PP882L80A.jpg
装备 Équipement,內飾,K9PP882L80A,"後內飾板, 單廂式/VU車輛左側",18,98 244 470 80,,01,安全帶卷繞器通道蓋,S/BELT RETRACTOR CLOSING PANEL,FERMETURE PASSAGE ENROULEUR CS,K9PP882L80A.jpg
装备 Équipement,內飾,K9PP882L80A,"後內飾板, 單廂式/VU車輛左側",19,98 220 581 ZD,,01,杯託,DRINKING CUP SUPPORT,PORTE GOBELET,K9PP882L80A.jpg
装备 Équipement,內飾,K9PP882L80A,"後內飾板, 單廂式/VU車輛左側",20,98 180 312 80,,01,後輪罩隔音墊,REAR WHEEL ARCH SOUNDPROOOF,INSONO PASSAGE DE ROUE ARRIERE,K9PP882L80A.jpg
装备 Équipement,內飾,K9PP882L80A,"後內飾板, 單廂式/VU車輛左側",21,98 180 335 80,,01,前輪罩隔音墊,FR WHEEL ARCH SOUNDPROOF,INSONO PASSAGE ROUE AVANT,K9PP882L80A.jpg
装备 Équipement,內飾,K9PP882L80A,"後內飾板, 單廂式/VU車輛左側",74,9345 ZN,,05,(MUL)卡扣,(MUL) CLIP,(MUL) AGRAFE,K9PP882L80A.jpg
装备 Équipement,內飾,K9PP882L80A,"後內飾板, 單廂式/VU車輛左側",75,98 105 153 80,,02,金屬卡夾,METAL CLIP,AGRAFE METALLIQUE,K9PP882L80A.jpg
装备 Équipement,內飾,K9PP882L80A,"後內飾板, 單廂式/VU車輛左側",77,6986 A8,,02,MUL 卡子,(MUL) CLIP,(MUL) CLIP,K9PP882L80A.jpg
装备 Équipement,內飾,K9PP882L90A,"後內飾板, 單廂式/VU車輛右側",10,98 182 684 80,,01,縱梁裝飾板支架,SILL TRIM SUPPORT,SUPPORT GARNITURE LONGERON,
装备 Équipement,內飾,K9PP882L90A,"後內飾板, 單廂式/VU車輛右側",11,98 173 560 ZD,,01,後側梁裝飾件,REAR SIDE MEMBER TRIM,GARNITURE LONGERON ARRIERE,
装备 Équipement,內飾,K9PP882L90A,"後內飾板, 單廂式/VU車輛右側",12,98 288 262 80,,01,後側圍板裝飾件支架,REAR QUARTER PANEL TRM SUPPORT,SUPPORT GARNITURE CUSTODE,
装备 Équipement,內飾,K9PP882L90A,"後內飾板, 單廂式/VU車輛右側",13,98 194 852 BJ,,01,三角窗裝飾板,REAR QUARTER PANEL TRIM,GARNITURE DE CUSTODE,
装备 Équipement,內飾,K9PP882L90A,"後內飾板, 單廂式/VU車輛右側",14,98 225 993 80,,01,排氣口隔音墊,AIR EXTRACTOR SOUNDPROOFING,INSONO EXTRACTEUR AIR,
装备 Équipement,內飾,K9PP882L90A,"後內飾板, 單廂式/VU車輛右側",16,98 304 832 ZD,,01,行李箱側裝飾件,BOOT SIDE TRIM,GARNITURE LATERALE DE COFFRE,
装备 Équipement,內飾,K9PP882L90A,"後內飾板, 單廂式/VU車輛右側",17,98 175 860 ZD,,01,行李箱側裝飾板支架,BOOT SIDE TRIM SUPPORT,SUPPORT GARNIT LATERALE COFFRE,
装备 Équipement,內飾,K9PP882L90A,"後內飾板, 單廂式/VU車輛右側",18,98 206 490 80,,01,安全帶卷繞器通道蓋,S/BELT RETRACTOR CLOSING PANEL,FERMETURE PASSAGE ENROULEUR CS,
装备 Équipement,內飾,K9PP882L90A,"後內飾板, 單廂式/VU車輛右側",19,98 220 582 ZD,,01,杯託,DRINKING CUP SUPPORT,PORTE GOBELET,
装备 Équipement,內飾,K9PP882L90A,"後內飾板, 單廂式/VU車輛右側",20,98 180 312 80,,01,後輪罩隔音墊,REAR WHEEL ARCH SOUNDPROOOF,INSONO PASSAGE DE ROUE ARRIERE,
装备 Équipement,內飾,K9PP882L90A,"後內飾板, 單廂式/VU車輛右側",21,98 180 335 80,,01,前輪罩隔音墊,FR WHEEL ARCH SOUNDPROOF,INSONO PASSAGE ROUE AVANT,
装备 Équipement,內飾,K9PP882L90A,"後內飾板, 單廂式/VU車輛右側",75,98 105 153 80,,02,金屬卡夾,METAL CLIP,AGRAFE METALLIQUE,
装备 Équipement,內飾,K9PP882L90A,"後內飾板, 單廂式/VU車輛右側",77,6986 A8,,02,MUL 卡子,(MUL) CLIP,(MUL) CLIP,
装备 Équipement,前安全帶,K9PP889W01B,前安全帶,01,98 163 307 XX,,01,帶預張緊器的安全帶,PIROTECHNIC SAFETY BELT,BRIN ENROULEUR PYROTECHNIQUE,K9PP889W01B.jpg
装备 Équipement,前安全帶,K9PP889W01B,前安全帶,02,98 172 303 XX,,01,帶預張緊器的安全帶,PIROTECHNIC SAFETY BELT,BRIN ENROULEUR PYROTECHNIQUE,K9PP889W01B.jpg
装备 Équipement,前安全帶,K9PP889W01B,前安全帶,03,98 163 154 80,,02,安全帶鎖釦,SEAT BELT BUCKLE STRAP,BRIN BOUCLE DE CEINTURE,K9PP889W01B.jpg
装备 Équipement,前安全帶,K9PP889W01B,前安全帶,04,98 163 195 80,,01,安全帶鎖釦,SEAT BELT BUCKLE STRAP,BRIN BOUCLE DE CEINTURE,K9PP889W01B.jpg
装备 Équipement,前安全帶,K9PP889W01B,前安全帶,05,98 094 671 80,,02,安全帶預張緊器,PYRO SEAT BELT ATTACHMENT,ATTACHE CEINTURE PYROTECHNIQUE,K9PP889W01B.jpg
装备 Équipement,前安全帶,K9PP889W01B,前安全帶,10,8975 ZZ,RP 16 074 168 80,02/01,安全帶導向板,SEAT BELT STRAP DIVERTER,DEVIATEUR SANGLE CEINTRE SECU,K9PP889W01B.jpg
装备 Équipement,前安全帶,K9PP889W01B,前安全帶,60,8975 HW,,02,安全帶螺釘,SEAT BELT BOLT,VIS DE CEINTURE DE SECURITE,K9PP889W01B.jpg
装备 Équipement,前安全帶,K9PP889W01B,前安全帶,61,16 108 992 80,,01,螺釘,BOLT,VIS,K9PP889W01B.jpg
装备 Équipement,前安全帶,K9PP889W01B,前安全帶,62,98 271 538 80,,01,安全帶螺釘,SEAT BELT BOLT,VIS DE CEINTURE DE SECURITE,K9PP889W01B.jpg
装备 Équipement,前安全帶,K9PP889W01B,前安全帶,63,8978 SF,,01,安全帶固定墊圈,SAFETY BELT FIXING WASHER,RONDELLE FIXATION CEINTURE,K9PP889W01B.jpg
装备 Équipement,前排座椅框架,K9PP889A05B,前座椅骨架 - 座椅滑軌 - 殼駕駛員側,01,98 181 526 80,,01,前座椅座墊骨架,FRONT SEAT SQUAB FRAME,ARMATURE ASSISE DE SIEGE AVANT,K9PP889A05B.jpg
装备 Équipement,前排座椅框架,K9PP889A05B,前座椅骨架 - 座椅滑軌 - 殼駕駛員側,02,98 181 676 80,,01,前座椅靠背骨架,FRONT SEATBACK FRAME,ARMATURE DOSSIER SIEGE AVANT,K9PP889A05B.jpg
装备 Équipement,前排座椅框架,K9PP889A05B,前座椅骨架 - 座椅滑軌 - 殼駕駛員側,03,98 116 277 80,,01,前座椅座墊,FRONT SEAT CUSHION PAD,NAPPE D ASSISE AVANT,K9PP889A05B.jpg
装备 Équipement,前排座椅框架,K9PP889A05B,前座椅骨架 - 座椅滑軌 - 殼駕駛員側,04,98 277 296 80,,01,前座椅靠背墊,FRONT SEAT BACK PAD,NAPPE DE DOSSIER SIEGE AVANT,K9PP889A05B.jpg
装备 Équipement,前排座椅框架,K9PP889A05B,前座椅骨架 - 座椅滑軌 - 殼駕駛員側,05,98 265 407 80,,01,調高手柄插入件,HEIGHT ADJUSTER HANDLE INSERT,INSERT DE POIGNEE REHAUSSE,K9PP889A05B.jpg
